province,year,driver.TSA,Driver.TNA,sahel_rainfall,QBO,NAO,gmsst,EA,AMM_sst,Driver.NTA,AMO_sst,Driver.AO,PDO,PRCPTOT,R10mm,R1mm,R20mm,R5mm,R95pTOT,R99pTOT,RX1day,RX5day,SDII,CWD,CDD,TNn,TNx,TXx,TXn,Chirts_Tmax_Temp,Chirts_Tmin_Temp,ERA5_Pressure,ERA5_wins,chirps_Prec,ERA5_soil_moisture,NDVI,sorgho
Zoundweogo,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,609.7462823,25,46,11,32,105.6476502,0,52.50896072,36.74187269,13.25535396,4,8,22.42799881,25.80167584,35.7669363,26.13970123,31.26401046,23.87830761,101155.7942,2.359440915,837.6116184,0.337940206,0.306286339,1033.73226
Passore,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,541.5729979,19,58,6,39,83.17979885,0,42.28122711,32.7046292,9.337465482,6,8,22.75688568,26.45027368,38.44483126,27.38870941,32.37799391,24.56890326,101117.18,2.282749906,759.6196018,0.251939899,0.256096091,1034.263443
Oubritenga,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,571.1759072,21,52,6,38,159.8626662,0,54.59505463,35.82244966,10.98415206,7,8,22.75873357,26.77923637,37.75037182,27.04283585,32.63397822,24.78027131,101114.9477,2.309659226,815.4082965,0.287163583,0.237483251,906.7416667
Oudalan,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,327.1947863,12,48,1,29,21.12952525,0,35.05899429,21.12952525,6.816558047,10,10,23.57498818,28.62278816,42.21734689,29.32750818,35.2106527,26.19785644,101005.7377,3.424162881,402.5952021,0.198740012,0.172655379,511.7647059
Nayala,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,451.3160212,20,51,3,35,55.18641605,0,42.19115829,29.21290515,8.849333749,5,6,21.82417191,25.44894964,36.53590344,27.69747393,32.12889746,23.3088224,101150.051,2.265396357,660.5094365,0.199707183,0.276278736,822.4313725
Noumbiel,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,621.1609866,22,53,12,33,212.3671986,46.51309368,65.10204315,46.51309368,11.72001862,8,17,21.84652791,24.70602496,34.57939677,26.25749982,30.17691625,23.33021905,101214.0682,2.447981359,1117.549868,0.381661725,0.314974112,800.234844
Nayala,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,694.9378883,28,57,10,42,174.7569886,85.65428413,59.65516281,43.50628331,12.19189278,5,9,21.74825912,25.2485377,36.43621753,26.99030753,31.34108809,23.59353226,101221.2631,2.146147091,910.597446,0.278646406,0.272329496,1073.888087
Nayala,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,550.8183522,21,55,6,32,108.8279876,108.8279876,58.0815506,37.06379686,10.01487913,9,6,22.13541801,25.70250101,35.73671457,27.45012732,31.69830569,23.7316917,101179.0937,2.228221662,717.7551634,0.253733743,0.268761107,1235.120019
Tuy,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,730.7081208,31,52,13,41,160.9669906,60.86885646,76.55252075,60.86885646,14.05207925,8,6,21.88106354,25.16368619,34.88722823,26.96070758,30.36936067,23.22187399,101173.2326,2.298280356,938.2652499,0.365112942,0.326059705,1150.939754
Nayala,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,497.8697798,22,51,3,35,55.70421114,0,46.74512482,31.29379747,9.762152545,6,12,21.79403403,25.67736777,37.45492053,27.56484719,31.81654556,24.06100797,101217.6419,2.359774266,688.2546122,0.227729592,0.131190584,917
Nayala,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,699.0616496,31,61,9,47,139.7963732,0,55.45952225,32.32860789,11.46002704,15,6,22.13851352,26.00213746,37.97435825,26.75146343,31.62531039,23.98627296,101202.6618,2.070840929,860.5718755,0.28706869,0.112303045,734.9500232
Yagha,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,418.8764469,20,44,3,29,56.17898235,0,50.67786407,30.51750222,9.519919247,9,9,23.29753457,27.31082981,39.15309998,28.71240327,34.00906428,25.39550363,101060.2341,2.734236663,599.4537934,0.213507699,0.156378882,544.8242966
Nayala,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,605.4180678,24,55,6,43,78.16044612,0,47.34061432,27.55168841,11.00760123,7,11,21.85309107,26.0628113,37.25346652,27.51861821,31.72747104,24.0297628,101200.6665,2.173123484,788.7804659,0.261536927,0.120883288,779.8211993
Ziro,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,650.2542917,27,51,10,37,169.0720498,47.31281542,56.45822906,47.31281542,12.75008415,8,7,22.32771195,25.79717337,35.22220632,26.09608155,31.02073452,23.8518245,101169.8472,2.336438259,859.2872872,0.331862641,0.347644764,1120.207127
Zondoma,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,527.5028454,23,47,6,40,27.28545389,0,43.57610703,27.28545389,11.2234648,4,9,21.91399378,26.11083844,36.46882272,28.03338829,32.15449418,23.78833854,101111.1203,2.359648389,677.0871751,0.189111529,0.274997727,1218.151409
Noumbiel,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,568.4337695,26,55,3,43,28.69026297,0,36.35146713,28.69026297,10.33515944,7,8,21.37873638,24.15549183,33.390053,25.63311513,29.93235478,22.83128935,101248.2439,2.243863047,968.7176267,0.368283349,0.332435259,632.6829268
Noumbiel,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,574.9055956,25,48,6,40,100.8359318,0,75.7663269,34.62628377,11.97719991,8,9,21.86081725,24.27138908,33.42864334,25.99935407,30.04577693,23.14758257,101311.9477,2.34105468,1063.09253,0.370780333,0.319944678,761.0322581
Noumbiel,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,446.2878468,19,46,3,32,0,0,50.43321609,26.88263563,9.701909713,4,21,22.08428509,24.33513196,35.41176761,26.63536696,30.10352249,23.17638983,101277.2572,2.371801352,727.7406132,0.348663951,0.319341067,478.6504439
Noumbiel,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,438.170104,18,50,2,32,56.3673745,0,52.19997406,29.21239764,8.763402081,5,11,22.03785696,24.54532742,34.08624862,26.53942855,30.42878798,23.36799264,101319.7988,2.373701054,909.6505012,0.35043698,0.225582821,738
Noumbiel,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,592.3991334,27,47,12,35,0,0,59.81751251,26.66144619,12.60423688,7,12,21.95525374,24.49640973,34.51022971,26.61769509,30.27072819,23.18325047,101285.7786,2.223191378,914.4276576,0.349046732,0.266993341,731.7121683
Noumbiel,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,606.4755983,27,55,7,40,106.1433766,39.1074324,63.33526611,39.1074324,11.02682906,7,8,22.31785694,24.89794352,33.70151626,26.64176373,30.24315553,23.72361292,101290.1918,2.178864687,994.206685,0.383192341,0.246066338,1259.155277
Passore,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,448.8422292,18,49,4,28,95.0991837,40.49410931,56.89624405,40.49410931,9.160045493,5,6,22.31931821,25.95262029,36.95020566,28.34208494,32.88623678,23.88976605,101146.0905,2.259915958,637.1430155,0.187025515,0.255041469,613.5
Oubritenga,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,478.5671874,19,48,5,29,79.64705356,43.56633583,54.67564774,43.56633583,9.970149738,6,8,22.62665745,26.47587304,36.8244105,28.82811594,33.04409359,24.45087373,101145.5382,2.283658739,683.897867,0.255587395,0.240460107,786.0512821
Oudalan,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,367.4941393,13,48,1,31,40.49971291,0,49.48897552,21.01215999,7.656127902,6,17,23.51328441,28.27315154,41.33453041,31.43476605,35.76316254,25.89197163,101024.7215,3.510454912,419.2657854,0.152917708,0.150913517,283.6363636
Poni,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,601.4519645,23,56,8,41,66.36477076,0,59.47432709,34.74764113,10.74021365,12,10,21.60181437,24.37585154,33.48452793,26.33753218,29.92711771,22.94568421,101275.6277,2.207852524,995.6713908,0.375874345,0.324223324,1343.529412
Sanguie,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,640.5210562,26,57,11,36,92.46881751,39.54545339,60.9712944,39.54545339,11.23721151,8,9,22.13096042,25.53633916,35.64864078,26.77248805,31.59436788,23.70314484,101206.0724,2.12740092,906.9234359,0.234138006,0.291765226,758.3333333
Sanmatenga,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,527.3448593,24,52,6,31,93.29593307,41.74823051,66.44135284,41.74823051,10.14124729,8,9,22.73081363,26.94749917,38.42298927,28.79876688,33.77922234,25.00018405,101150.5082,2.474160998,676.3101304,0.192082963,0.22431432,665.5172414
Oubritenga,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,685.8233294,30,52,13,39,106.0532944,77.99758851,54.11758041,41.37171397,13.18891018,6,8,22.96695347,26.17226404,37.07410482,27.20750818,32.50747166,24.46312284,101212.1239,2.162449027,875.2589732,0.306429354,0.259596182,972.3533289
Oubritenga,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,499.0262803,22,47,6,35,60.38816174,0,46.59714508,30.54715567,10.61758043,5,8,23.36980822,26.63318225,36.91074663,29.06970546,32.80355746,24.84251019,101174.5852,2.267526506,663.1418328,0.283529134,0.215119324,1182.12801
Seno,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,323.2469334,12,46,4,24,91.28608957,0,40.31346512,24.42341278,7.027107248,5,8,23.33522486,28.41711055,40.07704632,30.45681004,35.12480521,26.07903359,101097.1415,3.061393571,427.1604931,0.241122866,0.159422258,606
Oubritenga,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,525.9567439,24,50,4,34,96.82617479,40.26143029,59.20033264,40.26143029,10.51913488,7,7,22.49041975,26.82341478,37.83310824,28.35472666,32.81710852,24.71107334,101207.7788,2.406291623,733.2237113,0.255688649,0.103696334,978
Sissili,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,646.7260257,27,60,8,40,116.5987134,0,74.08045197,31.30882868,10.7787671,8,10,22.25559682,25.50516752,34.47244994,26.71221797,31.04287619,23.89291054,101242.8887,2.166977201,954.8605635,0.315175238,0.352233485,1057.981982
Oubritenga,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,606.676214,26,58,9,41,94.31093566,0,56.70703506,33.97049515,10.45993472,9,7,22.86754177,27.12252749,37.937942,28.80280634,32.91447904,24.92545269,101196.342,2.080017899,782.6563074,0.295538273,0.088576221,946.0778138
Oubritenga,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,652.4398548,29,55,10,43,128.4622805,45.95105181,67.62532806,45.95105181,11.86254281,8,8,22.62656143,26.94680573,36.77283147,27.74487355,32.81731476,24.90678359,101197.6174,2.197253681,823.9873412,0.305826161,0.094596174,884.8442542
Soum,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,375.9310917,18,43,0,31,59.16752184,0,38.7397728,19.76223214,8.742583527,6,8,23.22253762,28.08451566,39.84883769,30.83842249,35.18026522,25.8560971,101099.1934,3.074388042,473.2485561,0.196159008,0.162155732,556.3636364
Sourou,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,515.4199782,23,49,4,39,25.15828781,0,44.66350937,25.15828781,10.51877506,8,9,22.63903532,26.93579843,37.38685625,28.14637523,32.9331049,24.66616717,101166.8566,2.205029148,694.3277757,0.229561582,0.26426143,1500
Tapoa,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,557.8137689,26,54,7,40,56.94763699,0,52.40477753,29.53967352,10.32988461,11,10,23.08497869,27.08039078,36.87464123,27.94644375,32.76012259,25.22087478,101173.2228,2.631342807,799.7129964,0.269165525,0.33422917,702.8109392
Yatenga,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,556.8535461,28,49,7,38,81.13666229,0,48.53611755,29.24146736,11.36435808,6,9,22.92219807,27.23245369,37.27955409,29.0379187,33.75455878,25.01708219,101155.0808,2.394280607,715.5498939,0.155346141,0.212610724,984.3333333
Zoundweogo,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,688.0992979,31,57,10,42,99.51479309,0,62.06983185,36.68266966,12.07191751,10,9,22.39863177,26.15449638,35.19192286,27.20943392,31.6762387,24.22279704,101217.7543,2.273022754,979.9709048,0.325546269,0.299048549,1404.125
Oudalan,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,459.6697938,18,48,3,36,113.7190396,53.88904478,59.53789902,28.78574606,9.576454037,6,10,23.357418,27.52760679,40.60263864,30.34051505,34.81170796,25.38016696,101100.9538,3.462972627,537.3727481,0.217091631,0.144758146,525.4545455
Oudalan,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,289.4529643,9,49,1,21,20.20468272,0,44.25915146,20.20468272,5.907203353,7,10,23.37284711,27.62831433,41.25909456,31.06739598,35.27879798,25.50316201,101050.7293,3.592186579,374.1707518,0.162667689,0.105489263,467.3842285
Oudalan,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,293.5039393,12,38,2,23,40.6896199,0,36.66640091,20.57005423,7.723787877,6,14,23.67625998,28.60166196,43.10170342,31.35968481,35.88567365,25.9083604,101078.7972,3.720420835,362.7956125,0.169495728,0.065806537,17
Oudalan,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,372.0165861,13,47,3,27,77.7513519,34.6873936,46.21173096,34.6873936,7.915246513,7,13,23.69311465,28.31729118,42.43189641,30.51473643,35.45187651,26.07748601,101094.2901,3.242707582,442.283047,0.203258378,0.062725252,621.8026436
Passore,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,675.4326022,27,56,10,41,172.3973404,52.99948434,76.35300446,52.99948434,12.06129647,6,8,22.08471077,25.61315361,37.25948201,27.72965705,32.11577718,23.95881301,101215.6039,2.161210985,855.2575625,0.25477848,0.273284607,1287.058824
Oudalan,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,327.1378241,10,44,3,25,130.4997466,26.90091058,41.30828094,26.90091058,7.434950548,7,11,23.74171435,27.95027679,42.06512299,30.72872382,35.60200057,25.77937876,101078.9639,3.435929315,392.3956062,0.1753255,0.073107312,400.3868602
Tuy,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,607.62541,23,58,10,39,34.37235823,0,63.59063721,34.37235823,10.47630017,5,8,21.89429469,25.16280229,34.23374127,26.4774497,30.69819505,23.46704107,101240.8218,2.174609051,929.0304725,0.336554368,0.334935153,963.902439
Yagha,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,400.8491625,17,44,2,33,26.08064575,0,37.01228714,26.08064575,9.11020824,5,10,22.77827031,27.7289995,39.19708027,29.53058984,34.48207418,25.36304654,101110.2594,2.707622255,521.3735823,0.202488727,0.168027973,786.5060241
Ziro,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,730.9644957,31,56,14,42,126.852645,0,67.07376862,34.54402462,13.05293742,9,7,22.57957843,25.8695322,35.17489447,27.0796327,31.54112385,24.13563732,101233.8088,2.231599716,1016.126415,0.29804413,0.362509891,1081.111111
Zondoma,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,559.9837568,26,40,9,37,57.11910594,0,50.11369705,30.93394473,13.99959392,5,9,22.65227667,26.78994423,36.76409662,28.15582662,33.05231886,24.58023425,101176.1445,2.230479024,760.4934795,0.178201328,0.277255442,693.3333333
Passore,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,508.5913439,17,51,5,39,102.8403058,72.66227577,56.58718872,36.56820721,9.972379293,6,6,22.77622349,26.26311557,36.79298963,28.40073574,32.54644963,24.39559275,101175.4293,2.254400712,662.6852118,0.235221359,0.237779283,1121.377984
Passore,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,502.3187737,18,55,3,39,31.46122288,0,47.22076035,31.46122288,9.133068612,10,12,22.17581018,26.27735436,37.3989128,28.20143862,32.52070966,24.37156356,101210.3244,2.382368054,690.2291804,0.205144543,0.110981798,1173
Passore,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,592.8989602,21,60,8,46,113.994907,0,61.49081421,32.11712318,9.881649337,17,7,22.05301532,26.49224788,38.13087475,28.2475224,32.39345932,24.28973192,101199.9323,2.086193536,769.9156715,0.258507049,0.099995803,977.8067084
Passore,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,647.7654986,27,54,9,43,102.4843104,43.43662453,56.4002533,43.43662453,11.99565738,8,10,22.35497234,26.55374591,37.2062432,27.54295687,32.52370781,24.51541759,101198.6747,2.205751051,819.8805576,0.247342376,0.111526896,688.5072981
Poni,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,692.1149025,28,58,11,38,257.2392802,138.8578028,76.12434387,52.96557359,11.93301556,8,11,21.53481878,24.51564997,34.97371695,25.89277769,30.01085343,23.12096807,101207.1213,2.466385966,1119.986539,0.393636837,0.308421819,1088.324324
Sanguie,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,588.1428441,25,59,6,38,32.62817653,0,46.25953674,32.62817653,9.968522782,8,8,21.96657662,25.53864393,37.08248274,26.28349813,31.21826762,23.86258208,101138.7368,2.29069884,838.5558479,0.280221809,0.266426379,710.8712292
Sanmatenga,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,485.3608688,23,56,3,34,78.75477517,0,74.80806732,29.81388577,8.667158371,6,8,22.64543344,26.69517667,38.61803184,26.96417672,32.9173397,24.68514954,101089.5294,2.608351311,677.246882,0.221576454,0.220692521,896.1401775
Poni,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,557.1838753,21,59,2,45,0,0,51.92084885,26.23135679,9.443794497,7,11,21.53195385,24.32022007,33.55943371,25.39109005,30.04341919,22.93976404,101241.5973,2.291744545,917.6538481,0.374529966,0.32756182,998.8235294
Seno,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,350.0359379,11,49,0,33,0,0,33.95972824,19.59704386,7.14359057,9,7,23.47378856,28.16672954,40.76764893,28.51580549,34.1016844,25.83981712,101042.5222,3.110019249,468.6099105,0.284625145,0.174774977,633.6
Poni,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,601.825463,27,54,7,43,69.7708277,0,58.71192551,39.33754858,11.14491598,8,9,21.65931709,23.9052464,33.31151253,25.91634853,29.85926771,22.85350312,101306.1079,2.348827827,1068.527527,0.388701744,0.304286481,1258.285714
Sissili,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,662.4294886,23,55,12,38,171.5578388,40.21750458,58.80053711,40.21750458,12.04417252,9,10,21.8827478,25.04567373,35.17129926,26.06672147,30.56204979,23.6285494,101176.0284,2.403478678,1004.170476,0.355334009,0.338212118,1033.230769
Poni,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,559.7535166,28,51,5,36,0,0,55.63248825,26.42462899,10.97555915,6,12,21.99606749,24.21187665,35.6552101,26.45952535,29.97046481,22.98885286,101269.6352,2.413392448,894.786927,0.357700302,0.333378061,1083.659568
Soum,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,359.4095009,15,52,0,27,0,0,44.47172165,17.25705629,6.911721171,10,10,23.02193971,27.92167404,41.56381853,28.65755414,34.16530417,25.60540805,101040.1896,3.108477915,471.1382671,0.24868934,0.191752372,704.4444444
Poni,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,544.0176249,25,50,4,39,30.00031261,0,49.22395706,36.01048809,10.8803525,5,11,21.86774587,24.39824207,33.91638056,26.54394176,30.34899295,23.27886159,101311.7059,2.388112294,1009.954637,0.359080644,0.207608732,1241
Sourou,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,574.3243082,25,56,8,39,145.7977157,0,46.79970932,34.33550583,10.25579122,9,8,22.54017666,26.26926024,39.60995369,27.42876437,32.260573,24.41197104,101098.5905,2.313172421,779.1550656,0.270148223,0.265481379,1030.543478
Poni,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,733.5503741,32,56,13,38,162.9609079,0,58.7804985,35.5586969,13.09911382,9,7,22.1915257,24.60089429,34.95993397,26.84896524,30.3182983,23.28241766,101280.265,2.272355925,1068.904593,0.364497583,0.236775049,1225.506048
Tapoa,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,519.5376246,17,57,4,40,60.6749403,0,54.59659195,31.33705496,9.114695169,9,7,23.47789238,26.89148912,37.03014031,28.64290632,32.15619562,24.93827361,101126.2131,2.739498293,817.441513,0.304163862,0.329678139,930.0322291
Poni,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,640.8180537,27,58,6,41,73.95438732,39.84815715,59.45087051,39.84815715,11.04858713,9,9,21.94227767,24.89093806,33.74546583,26.36599698,30.20475221,23.5489938,101285.2433,2.247149023,1026.645381,0.384238908,0.233022116,1644.699136
Yatenga,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,547.9317547,22,59,5,42,75.68779003,0,38.5772171,35.66750915,9.286978893,6,8,22.70221564,26.70576795,39.74399981,27.76658914,32.90204817,24.78199699,101089.5138,2.456330534,744.7161881,0.197282599,0.219255367,1070.011696
Zoundweogo,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,650.1277594,30,51,8,38,136.40227,0,51.64183807,36.56949426,12.74760313,6,8,22.16208394,25.60743994,36.09776459,26.85903899,31.01862012,24.050532,101158.2474,2.44172233,1014.531079,0.365744579,0.29364806,1181.064426
Tuy,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,772.5924846,29,62,12,39,287.3123753,183.0235313,68.41477966,50.86312907,12.46116911,13,7,21.35002882,24.78558798,35.24736041,25.69888982,30.48080374,23.39818776,101170.249,2.385540246,1110.940414,0.392172117,0.305445697,1066.700665
Yagha,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,451.9579758,17,55,4,37,0,0,42.08888245,24.08983568,8.217417742,8,6,23.46908006,27.60716096,39.53881512,28.83479154,33.57967379,25.58738875,101060.5101,2.760342283,584.495712,0.250732323,0.188175885,769.8196336
